350, 117, 29.67, 0.96
602, 80, 38.13, 1.67
683, 79, 99.76, 7.65
573, 67, 47.20, 2.97
972, 70, 35.62, 0.08
457, 9, 53.62, 7.32
614, 10, 40.24, 11.52
525, 116, 89.25, 1.34
366, 82, 73.58, 6.50
238, 40, 46.47, 2.20
210, 20, 32.38, 6.45
391, 86, 95.52, 13.46
800, 39, 42.05, 13.14
977, 146, 36.19, 13.72
96, 71, 73.85, 0.95
121, 8, 58.89, 8.19
351, 107, 62.71, 11.86
68, 125, 97.58, 12.88
465, 114, 78.50, 14.01
713, 114, 52.38, 14.64
950, 36, 53.83, 6.38
676, 66, 55.41, 11.24
464, 14, 22.38, 14.97
827, 36, 81.01, 3.29
534, 12, 63.07, 6.32
190, 38, 20.33, 7.33
927, 65, 96.02, 4.18
530, 52, 40.73, 1.64
178, 135, 55.90, 12.69
86, 60, 70.35, 14.73
388, 105, 44.13, 6.49
523, 78, 61.22, 10.42
379, 77, 54.88, 1.80
530, 101, 15.76, 9.29
187, 125, 68.34, 8.63
414, 53, 83.67, 14.90
570, 118, 58.91, 2.24
682, 20, 95.45, 1.66
708, 141, 60.35, 10.28
7, 74, 49.39, 10.05
131, 10, 95.16, 7.28
653, 20, 28.55, 3.38
179, 72, 66.84, 7.38
910, 11, 54.48, 13.22
217, 56, 42.80, 7.21
575, 81, 98.22, 2.36
483, 11, 28.44, 8.83
644, 132, 5.61, 13.61
194, 128, 84.90, 9.18
276, 3, 63.95, 2.23
430, 147, 72.17, 13.17
969, 147, 91.36, 8.58
781, 52, 26.30, 0.18
736, 90, 63.90, 10.24
775, 45, 39.65, 1.25
989, 91, 50.08, 2.74
240, 139, 11.10, 1.23
322, 42, 5.58, 4.27
110, 128, 96.56, 10.20
155, 10, 42.95, 4.40
755, 150, 74.40, 8.32
264, 21, 53.10, 2.48
554, 90, 89.51, 3.31
177, 78, 61.48, 11.49
360, 124, 28.26, 3.93
524, 84, 54.59, 4.09
337, 71, 25.30, 9.98
